Id,SalePrice
1978,325202.94
1979,346915.53
1980,183706.02
1981,363707.97
1982,234148.14
1983,218000.33
1984,164034.78
1985,218606.64
1986,216529.98
1987,185580.53
1988,175729.45
1989,195060.62
1990,216621.02
1991,222203.36
1992,205076.4
1993,167550.58
1994,232810.06
1995,180666.84
1996,238900.58
1997,295031.8
1998,346263.8
1999,262224.5
2000,308881.72
2001,251928.69
2002,220781.02
2003,239344.73
2004,269940.5
2005,218730.05
2006,245413.22
2007,233366.06
2008,210728.94
2009,193152.3
2010,190603.48
2011,137453.34
2012,176434.14
2013,184446.81
2014,185205.16
2015,200837.66
2016,190978.44
2017,197756.36
2018,121073.1
2019,134287.4
2020,99048.78
2021,111755.8
2022,173037.86
2023,131379.61
2024,257913.64
2025,358505.62
2026,170742.17
2027,149694.0
2028,149150.97
2029,166326.56
2030,264772.6
2031,246282.08
2032,264158.4
2033,269934.78
2034,159792.98
2035,206061.83
2036,190155.22
2037,200190.83
2038,312333.53
2039,227816.42
2040,364982.4
2041,260454.92
2042,204359.11
2043,175639.67
2044,183092.23
2045,209320.44
2046,133229.55
2047,141930.98
2048,137646.47
2049,97606.64
2050,187753.88
2051,109901.74
2052,129817.17
2053,154123.94
2054,93254.67
2055,154812.14
2056,137507.8
2057,118535.125
2058,216181.02
2059,133010.69
2060,160669.47
2061,183199.9
2062,130340.49
2063,116068.95
2064,131627.1
2065,126126.164
2066,164682.95
2067,109292.39
2068,69619.484
2069,87265.305
2070,114722.266
2071,103484.21
2072,143940.22
2073,141410.48
2074,183697.28
2075,152088.0
2076,127655.05
2077,153415.19
2078,131717.25
2079,132401.88
2080,110238.76
2081,119786.03
2082,85212.28
2083,138340.19
2084,112874.33
2085,126426.17
2086,143736.5
2087,116973.54
2088,84558.766
2089,73311.74
2090,125248.34
2091,122120.195
2092,123850.914
2093,112074.945
2094,123590.875
2095,149019.31
2096,83798.7
2097,89468.21
2098,142742.53
2099,54252.7
2100,82742.11
2101,103352.414
2102,137325.61
2103,99483.03
2104,122041.695
2105,118150.94
2106,69554.12
2107,217682.2
2108,120691.83
2109,115596.32
2110,133013.4
2111,154480.03
2112,145046.33
2113,117785.055
2114,107857.94
2115,157172.55
2116,129390.12
2117,153307.22
2118,120308.06
2119,114693.68
2120,111922.93
2121,115241.164
2122,107292.016
2123,96371.21
2124,181580.48
2125,132229.88
2126,155546.08
2127,151387.64
2128,124814.24
2129,96642.195
2130,148395.7
2131,165762.84
2132,117629.586
2133,125661.68
2134,122971.89
2135,101532.59
2136,70510.5
2137,111628.62
2138,127361.164
2139,158288.81
2140,146054.2
2141,142765.31
2142,135374.03
2143,148295.88
2144,123002.96
2145,130816.79
2146,164558.22
2147,149919.69
2148,132300.2
2149,150895.34
2150,211192.36
2151,123539.82
2152,188162.55
2153,166819.33
2154,100617.71
2155,133146.48
2156,292537.34
2157,225856.72
2158,240039.25
2159,208302.34
2160,171437.7
2161,240809.28
2162,483345.9
2163,359632.44
2164,251022.6
2165,201046.39
2166,151236.39
2167,238387.88
2168,190043.12
2169,196097.72
2170,209834.86
2171,157042.72
2172,143552.55
2173,164768.69
2174,237435.12
2175,299561.1
2176,324499.44
2177,239966.33
2178,203826.69
2179,143881.88
2180,218931.48
2181,192740.62
2182,213053.17
2183,192919.47
2184,136096.38
2185,132020.8
2186,142544.12
2187,159056.03
2188,145941.88
2189,196639.67
2190,77602.58
2191,76870.26
2192,86876.92
2193,109186.85
2194,104140.56
2195,110118.164
2196,110041.47
2197,113378.54
2198,166738.5
2199,172619.81
2200,147028.14
2201,137645.62
2202,214927.64
2203,159939.94
2204,197527.45
2205,106978.15
2206,132824.17
2207,212035.95
2208,259661.44
2209,220011.1
2210,123915.734
2211,122379.21
2212,116286.64
2213,106444.4
2214,122508.65
2215,108031.9
2216,144840.27
2217,89537.35
2218,69319.586
2219,74949.266
2220,88744.71
2221,328703.47
2222,233757.73
2223,270275.56
2224,216281.83
2225,135923.2
2226,186655.86
2227,192030.72
2228,273819.0
2229,240950.7
2230,148886.64
2231,233068.83
2232,176926.88
2233,160447.62
2234,250208.45
2235,213174.52
2236,293046.12
2237,333728.4
2238,198530.47
2239,119107.98
2240,164045.73
2241,150198.73
2242,134521.17
2243,128020.1
2244,106041.37
2245,101654.28
2246,140268.7
2247,111112.46
2248,132720.7
2249,131708.2
2250,137887.97
2251,91426.414
2252,180260.9
2253,152089.47
2254,183968.52
2255,198550.81
2256,188395.27
2257,200498.69
2258,178993.7
2259,186157.5
2260,167484.1
2261,197143.64
2262,228741.53
2263,330400.22
2264,414149.22
2265,160949.2
2266,311181.9
2267,381806.94
2268,405497.9
2269,157802.64
2270,184504.9
2271,201517.17
2272,195648.45
2273,160769.12
2274,178959.84
2275,173628.84
2276,185878.81
2277,188206.52
2278,141748.2
2279,125661.695
2280,129048.75
2281,166701.33
2282,187409.78
2283,100735.53
2284,100205.74
2285,153113.25
2286,123855.33
2287,340958.94
2288,237889.97
2289,389315.34
2290,436920.7
2291,319204.97
2292,416223.1
2293,466324.97
2294,394766.4
2295,428032.0
2296,259866.6
2297,324966.47
2298,282208.84
2299,372993.16
2300,323480.03
2301,265549.84
2302,229693.44
2303,244458.34
2304,240500.95
2305,172685.14
2306,170623.97
2307,186085.83
2308,220052.66
2309,269920.03
2310,220076.45
2311,197554.36
2312,174834.55
2313,171274.81
2314,177727.23
2315,181204.27
2316,186890.7
2317,176075.03
2318,177195.77
2319,182101.47
2320,187467.67
2321,251336.19
2322,171317.75
2323,181285.7
2324,160132.33
2325,207450.22
2326,167453.06
2327,210665.89
2328,233022.73
2329,183686.05
2330,174371.23
2331,384657.78
2332,385998.97
2333,321011.22
2334,256822.08
2335,253181.11
2336,348319.3
2337,197466.16
2338,287390.4
2339,217633.25
2340,388120.25
2341,204733.17
2342,230626.52
2343,212501.55
2344,224968.92
2345,234538.5
2346,224420.12
2347,199471.31
2348,229310.34
2349,167296.19
2350,261674.22
2351,236106.8
2352,237554.08
2353,228806.94
2354,134099.77
2355,146370.34
2356,150538.1
2357,192985.31
2358,193217.33
2359,123732.84
2360,113322.45
2361,138310.3
2362,277877.84
2363,137919.0
2364,167851.53
2365,225978.61
2366,200110.19
2367,224669.34
2368,212091.31
2369,227738.61
2370,168821.78
2371,165365.39
2372,179115.89
2373,285161.3
2374,295714.28
2375,260797.69
2376,313138.1
2377,393867.38
2378,136790.58
2379,194914.84
2380,131433.12
2381,156253.84
2382,185727.81
2383,197880.36
2384,244941.16
2385,160397.08
2386,133500.45
2387,137086.81
2388,98973.71
2389,128498.37
2390,154463.69
2391,138368.36
2392,116191.875
2393,166074.81
2394,149780.34
2395,209933.28
2396,145028.73
2397,210004.75
2398,142844.27
2399,63108.586
2400,57933.656
2401,116390.516
2402,137136.66
2403,133552.77
2404,146509.77
2405,151294.84
2406,139977.58
2407,128568.52
2408,144685.52
2409,121885.93
2410,161138.97
2411,122069.25
2412,153789.89
2413,126172.83
2414,128422.18
2415,125778.2
2416,129179.01
2417,131572.28
2418,131479.94
2419,128497.54
2420,122660.14
2421,145456.23
2422,119479.25
2423,127070.016
2424,168062.88
2425,224568.48
2426,132365.03
2427,133922.84
2428,179239.6
2429,118260.51
2430,130378.64
2431,106396.766
2432,153599.19
2433,151070.31
2434,139847.45
2435,153308.8
2436,113212.36
2437,108714.555
2438,126542.65
2439,112450.75
2440,121610.41
2441,93562.45
2442,94978.01
2443,124902.79
2444,122450.35
2445,86214.7
2446,132273.28
2447,166446.72
2448,142090.44
2449,104944.55
2450,145564.64
2451,117113.82
2452,190231.52
2453,105078.31
2454,123163.15
2455,118088.26
2456,135032.64
2457,128628.0
2458,125868.77
2459,107977.01
2460,142495.03
2461,121924.234
2462,138351.58
2463,127736.664
2464,167523.78
2465,134092.25
2466,109676.85
2467,127730.984
2468,68164.41
2469,68813.03
2470,180349.67
2471,218914.4
2472,169453.78
2473,114373.086
2474,99995.234
2475,216723.67
2476,107909.234
2477,123646.336
2478,151463.0
2479,108139.83
2480,158218.58
2481,126913.055
2482,125050.45
2483,109988.76
2484,125558.1
2485,122131.836
2486,160627.95
2487,165100.2
2488,165079.8
2489,149766.7
2490,164847.95
2491,102983.95
2492,191761.94
2493,143261.14
2494,144932.78
2495,66893.71
2496,259333.44
2497,149292.11
2498,111360.74
2499,106035.21
2500,128312.336
2501,136257.3
2502,151205.52
2503,84534.625
2504,155460.34
2505,218647.89
2506,255507.03
2507,266158.44
2508,254845.25
2509,212578.45
2510,221137.14
2511,176331.78
2512,205935.81
2513,209062.2
2514,260105.56
2515,157352.03
2516,170138.02
2517,142964.38
2518,152723.67
2519,225467.33
2520,210057.34
2521,192155.11
2522,227711.98
2523,122377.66
2524,137691.33
2525,142116.95
2526,132847.45
2527,110388.95
2528,132150.42
2529,123943.484
2530,124106.445
2531,253766.3
2532,223277.16
2533,197619.25
2534,229343.22
2535,336697.5
2536,253961.22
2537,242438.31
2538,182826.2
2539,187639.62
2540,177601.17
2541,179270.42
2542,157068.03
2543,132461.73
2544,132892.64
2545,134530.25
2546,130498.984
2547,141670.2
2548,151342.27
2549,144851.34
2550,287536.88
2551,143830.84
2552,130191.82
2553,70383.95
2554,106459.15
2555,120172.64
2556,94765.43
2557,110030.89
2558,165387.33
2559,141759.02
2560,140319.2
2561,145531.9
2562,123269.81
2563,143289.98
2564,190861.61
2565,141419.16
2566,159126.7
2567,131438.14
2568,202592.6
2569,208377.72
2570,121361.82
2571,186246.17
2572,181301.9
2573,208771.38
2574,255843.19
2575,131824.7
2576,117611.234
2577,167214.81
2578,94284.24
2579,67493.39
2580,130823.59
2581,135107.17
2582,121758.234
2583,292646.25
2584,159799.8
2585,165039.8
2586,212154.44
2587,208653.62
2588,153712.84
2589,146664.25
2590,207699.67
2591,196724.48
2592,178823.48
2593,260988.86
2594,170561.31
2595,205788.97
2596,323369.75
2597,184127.81
2598,279042.06
2599,285009.25
2600,210220.95
2601,158824.23
2602,79992.86
2603,96538.13
2604,89142.82
2605,79447.13
2606,146226.19
2607,199268.27
2608,195074.3
2609,159517.2
2610,114873.65
2611,131146.2
2612,160099.12
2613,135049.66
2614,127086.945
2615,158784.7
2616,142613.1
2617,191736.58
2618,204175.28
2619,156188.8
2620,191849.5
2621,184956.4
2622,178732.83
2623,247888.81
2624,314717.88
2625,260375.66
2626,177819.17
2627,179536.66
2628,442992.56
2629,482993.72
2630,396028.94
2631,464842.38
2632,411526.8
2633,329123.28
2634,383581.53
2635,161703.83
2636,173297.8
2637,189337.55
2638,256941.2
2639,187742.22
2640,152375.88
2641,100998.625
2642,186785.19
2643,95021.266
2644,126416.27
2645,101129.79
2646,88351.03
2647,99537.63
2648,141696.69
2649,140822.89
2650,150234.3
2651,142993.17
2652,418464.75
2653,236317.75
2654,195202.78
2655,370293.62
2656,322071.16
2657,336138.72
2658,273475.62
2659,318420.1
2660,337618.2
2661,362353.53
2662,328302.38
2663,262586.6
2664,264503.62
2665,333062.5
2666,279509.4
2667,167350.92
2668,176600.88
2669,167380.75
2670,286788.75
2671,182645.19
2672,182774.23
2673,218632.11
2674,214249.5
2675,177410.88
2676,188261.66
2677,201595.48
2678,269886.97
2679,274662.97
2680,280215.25
2681,396549.16
2682,340934.25
2683,462724.06
2684,317922.72
2685,355288.44
2686,234794.39
2687,324306.56
2688,216443.22
2689,213684.33
2690,444108.84
2691,182827.9
2692,131055.87
2693,185506.92
2694,132897.31
2695,193217.31
2696,184605.4
2697,189301.48
2698,201372.67
2699,164733.31
2700,155218.84
2701,138431.78
2702,105658.695
2703,146288.5
2704,139232.67
2705,118230.445
2706,115487.47
2707,121309.375
2708,140431.2
2709,107726.15
2710,130015.3
2711,330171.7
2712,374575.9
2713,165650.86
2714,149464.3
2715,168725.4
2716,147366.4
2717,166884.44
2718,226438.8
2719,149317.11
2720,173401.75
2721,135866.83
2722,156198.3
2723,152477.12
2724,128732.41
2725,140865.53
2726,145756.05
2727,186965.58
2728,170098.6
2729,146388.92
2730,146196.66
2731,135425.25
2732,126055.3
2733,156430.0
2734,141821.12
2735,127786.945
2736,140545.17
2737,122170.98
2738,132240.53
2739,171141.73
2740,132359.2
2741,145881.83
2742,137541.9
2743,137587.33
2744,163639.7
2745,144285.12
2746,134635.28
2747,162002.1
2748,125198.73
2749,137043.55
2750,138898.88
2751,132793.03
2752,202001.02
2753,150307.67
2754,224959.95
2755,126013.36
2756,98306.3
2757,76661.99
2758,68824.04
2759,165180.83
2760,135491.47
2761,145489.17
2762,139641.67
2763,194818.92
2764,151064.89
2765,285815.34
2766,135746.81
2767,88286.14
2768,128821.89
2769,133209.58
2770,145748.81
2771,116348.51
2772,116328.29
2773,136025.69
2774,140989.92
2775,119599.484
2776,134826.33
2777,147641.06
2778,119298.945
2779,118667.06
2780,94484.695
2781,102280.22
2782,88285.24
2783,100831.89
2784,126210.0
2785,136539.0
2786,80618.72
2787,122615.86
2788,69912.664
2789,209262.98
2790,91655.68
2791,114524.34
2792,63528.023
2793,175736.05
2794,104106.56
2795,119283.48
2796,103349.62
2797,204766.73
2798,116142.43
2799,110733.984
2800,63853.258
2801,116714.164
2802,136943.7
2803,119059.625
2804,130299.484
2805,106210.99
2806,77170.63
2807,170472.95
2808,160844.7
2809,136476.19
2810,135648.4
2811,164948.95
2812,154568.4
2813,108982.77
2814,155180.16
2815,81811.25
2816,234414.72
2817,162331.19
2818,129400.734
2819,177393.33
2820,134944.62
2821,107151.18
2822,183131.39
2823,272155.4
2824,182831.05
2825,171139.08
2826,134414.28
2827,141575.62
2828,206406.02
2829,205139.52
2830,221554.28
2831,182394.44
2832,234850.38
2833,286200.53
2834,210564.84
2835,211488.3
2836,190316.83
2837,169531.19
2838,150964.6
2839,181031.23
2840,213950.1
2841,202762.97
2842,220559.3
2843,145667.7
2844,164491.0
2845,120355.086
2846,208395.44
2847,195168.05
2848,228435.86
2849,204196.2
2850,287366.22
2851,201799.08
2852,229412.03
2853,231434.5
2854,141996.34
2855,205906.86
2856,204239.66
2857,188547.69
2858,204952.06
2859,125260.47
2860,123439.51
2861,133627.11
2862,184596.11
2863,137031.48
2864,219528.73
2865,144958.53
2866,144775.42
2867,100917.8
2868,98438.23
2869,103292.44
2870,123113.945
2871,92240.72
2872,45849.473
2873,102970.7
2874,142518.7
2875,110909.055
2876,167981.66
2877,140483.94
2878,176774.11
2879,136476.95
2880,95611.98
2881,146636.8
2882,170382.95
2883,185553.83
2884,202023.47
2885,183286.78
2886,212945.67
2887,101798.8
2888,126460.75
2889,51171.227
2890,90123.164
2891,136510.0
2892,49634.402
2893,94594.195
2894,63355.117
2895,331195.44
2896,274581.56
2897,194315.81
2898,151095.84
2899,221342.67
2900,151919.88
2901,215506.86
2902,188159.7
2903,344090.34
2904,347118.66
2905,92285.91
2906,207879.2
2907,109356.62
2908,133843.25
2909,151337.98
2910,85268.445
2911,79992.86
2912,137990.47
2913,83814.03
2914,74601.99
2915,83988.555
2916,80933.55
2917,170576.1
2918,121420.32
2919,231515.22
